0.35364 0.648321 0.141383 0.145054
0.642052 0.158833 0.16017 0.848235
0.350785 0.845599 0.339417 0.144278
0.641506 0.159375 0.149045 0.843796
0.652168 0.148453 0.150285 0.854898
0.643282 0.14845 0.152971 0.850598
0.658282 0.155447 0.159016 0.851022
0.355702 0.842924 0.339034 0.156235
0.348422 0.650658 0.155111 0.150548
0.154779 0.342932 0.145187 0.161003
0.650079 0.152295 0.147462 0.85562
0.345398 0.849491 0.357329 0.142383
0.656018 0.141606 0.15158 0.849983
0.345841 0.643485 0.147079 0.139562
0.152108 0.345874 0.156815 0.15069
0.350716 0.651304 0.138991 0.154943
0.357399 0.847805 0.339729 0.161681
0.349016 0.647701 0.15836 0.15141
0.354402 0.647695 0.150649 0.153086
0.353331 0.649407 0.155541 0.142911
0.156062 0.348697 0.151538 0.15411
0.35603 0.649834 0.147752 0.129348
0.343156 0.856404 0.352732 0.149043
0.363452 0.655077 0.152926 0.145545
0.642643 0.140434 0.154512 0.837146
0.349706 0.849403 0.33942 0.149068
0.343338 0.6549 0.138908 0.141746
0.157506 0.361054 0.143423 0.143556
0.152802 0.343425 0.132646 0.154799
0.651437 0.138814 0.141011 0.848617
0.347379 0.852672 0.347146 0.146002
0.355916 0.648492 0.155458 0.149458
0.341191 0.65737 0.143349 0.146538
0.148962 0.354138 0.149438 0.137406
0.652911 0.153346 0.152113 0.84514
0.152764 0.357781 0.14975 0.143773
0.343457 0.850158 0.348808 0.149528
0.157406 0.355973 0.144554 0.143429
0.351901 0.846851 0.351916 0.151096
0.14363 0.350661 0.157218 0.142124
0.349749 0.837227 0.343049 0.145224
0.358409 0.856737 0.353316 0.14163
0.149976 0.344378 0.144003 0.144468
0.638024 0.155109 0.158357 0.85206
0.657736 0.147054 0.149364 0.853053
0.144532 0.350813 0.161302 0.139618
0.335446 0.851464 0.341865 0.150141
0.140933 0.344604 0.14291 0.154463
0.153078 0.348479 0.153283 0.154937
0.141525 0.347944 0.158673 0.144586
0.156495 0.345949 0.144523 0.14758
0.63813 0.150525 0.149391 0.865695
0.145367 0.345956 0.145402 0.143177
0.350634 0.842847 0.354271 0.147878
0.152797 0.346106 0.163618 0.156627
0.645717 0.152634 0.152926 0.849016
0.343078 0.854459 0.347027 0.14959
0.649384 0.155364 0.142854 0.860071
0.149885 0.35401 0.154262 0.143585
0.352497 0.646588 0.142827 0.153983
0.351535 0.639993 0.139233 0.160071
0.643488 0.156678 0.151964 0.850516
0.147758 0.343746 0.146358 0.152504
0.353979 0.852816 0.350508 0.147564
0.145707 0.350197 0.144458 0.147629
0.344264 0.861245 0.344379 0.157219
0.648887 0.146369 0.154552 0.850491
0.154114 0.348217 0.149169 0.156328
0.353543 0.843756 0.340504 0.149046
0.350482 0.649755 0.142779 0.146995
0.356464 0.647788 0.156117 0.158367
0.152004 0.344533 0.146547 0.150472
0.341955 0.844597 0.347851 0.145006
0.336287 0.85227 0.354981 0.152207
0.640797 0.152642 0.149537 0.84704
0.663862 0.141615 0.151047 0.838149
0.350487 0.855901 0.340359 0.154995
0.344766 0.860479 0.360172 0.142128
0.35542 0.852811 0.362402 0.140017
0.349707 0.844652 0.348954 0.151584
0.634058 0.153846 0.138149 0.851231
0.144952 0.341251 0.150231 0.15032
0.346942 0.841835 0.350088 0.145621
0.147952 0.353419 0.154545 0.150224
0.351677 0.649033 0.146428 0.158497
0.654377 0.154781 0.148696 0.848922
0.353418 0.863945 0.343947 0.14967
0.361848 0.848599 0.349122 0.158742
0.365935 0.651472 0.160423 0.140281
0.645725 0.157243 0.142856 0.851595
0.345507 0.65125 0.145001 0.133236
0.359186 0.858125 0.34612 0.154869
0.155257 0.345345 0.158684 0.160639
0.147133 0.35028 0.14581 0.140447
0.347371 0.847528 0.35934 0.142341
0.154643 0.359409 0.149841 0.145259
0.655899 0.149874 0.142286 0.842433
0.151672 0.348688 0.131775 0.151575
0.648274 0.154021 0.159019 0.858094
0.152593 0.347602 0.165086 0.139603
0.354206 0.658194 0.136336 0.152174
0.147997 0.343531 0.152765 0.151561
0.355182 0.645965 0.154105 0.147215
0.3452 0.849205 0.346013 0.145399
0.146401 0.356821 0.165313 0.153532
0.153833 0.352369 0.149013 0.151389
0.348415 0.851323 0.342421 0.148134
0.153954 0.347465 0.154374 0.144442
0.357019 0.643623 0.145507 0.150129
0.360966 0.643587 0.154827 0.145301
0.151854 0.350049 0.134449 0.14231
0.645024 0.14247 0.147977 0.843287
0.359445 0.650449 0.152398 0.152919
0.356299 0.658019 0.149898 0.147597
0.355941 0.849903 0.342579 0.141453
0.163311 0.350272 0.158415 0.157334
0.16072 0.346046 0.152159 0.139924
0.64641 0.154157 0.152101 0.85412
0.646347 0.140583 0.164428 0.844284
0.343758 0.851769 0.346731 0.143291
0.139815 0.342973 0.152316 0.161733
0.152408 0.352851 0.159065 0.14324
0.349509 0.840771 0.353741 0.154137
0.347271 0.656287 0.165424 0.137543
0.651357 0.156881 0.151507 0.850052
