0.344761 0.847609 0.348178 0.356719 0.134023 0.357 0.649731
0.344454 0.852486 0.350166 0.350543 0.158594 0.356258 0.649821
0.850724 0.850941 0.147307 0.143768 0.344956 0.346621 0.848091
0.845466 0.857254 0.143753 0.148895 0.346604 0.346231 0.84676
0.336783 0.857822 0.33605 0.357718 0.152892 0.351055 0.653471
0.844432 0.85425 0.147831 0.155681 0.343093 0.352944 0.849176
0.851706 0.859423 0.152478 0.150338 0.35683 0.340263 0.846138
0.8497 0.855888 0.140973 0.144419 0.353389 0.343203 0.851249
0.85452 0.850163 0.149292 0.651041 0.151482 0.65458 0.653756
0.850267 0.849018 0.155247 0.145095 0.348713 0.347746 0.844181
0.348467 0.853639 0.348713 0.349467 0.141399 0.348666 0.650517
0.844312 0.853025 0.155255 0.153046 0.340534 0.352671 0.843632
0.848716 0.850944 0.15864 0.651238 0.139278 0.648669 0.643173
0.361442 0.85059 0.361549 0.341292 0.148652 0.349932 0.638474
0.847771 0.844061 0.143168 0.147387 0.352849 0.340936 0.854963
0.847978 0.846852 0.136037 0.651579 0.140423 0.645075 0.646119
0.353079 0.854429 0.351133 0.351001 0.152404 0.349431 0.653714
0.353048 0.846294 0.343428 0.362151 0.152108 0.333327 0.647629
0.855013 0.841647 0.147739 0.64175 0.146996 0.656114 0.644051
0.853838 0.849524 0.152753 0.152423 0.34557 0.345807 0.858173
0.846695 0.861374 0.14926 0.653068 0.150885 0.650616 0.642778
0.854374 0.858071 0.149333 0.651201 0.147478 0.650983 0.649752
0.848979 0.844725 0.14369 0.63915 0.148995 0.651576 0.661232
0.84522 0.862133 0.148323 0.144581 0.344989 0.352555 0.846589
0.341771 0.838879 0.34228 0.341892 0.152352 0.350205 0.646817
0.847345 0.861358 0.149665 0.64487 0.149714 0.662701 0.6436
0.355591 0.862412 0.336423 0.35004 0.141385 0.351605 0.638209
0.855867 0.843396 0.155032 0.659947 0.147211 0.647462 0.645768
0.844862 0.855653 0.157422 0.143361 0.345657 0.356902 0.855342
0.848399 0.845489 0.131623 0.147654 0.344365 0.347078 0.838764
0.857464 0.850389 0.14187 0.64507 0.144574 0.640923 0.639642
0.346856 0.851527 0.331661 0.348948 0.152154 0.35243 0.66285
0.347597 0.855665 0.359745 0.360807 0.151186 0.341203 0.65607
0.846812 0.846753 0.152574 0.151663 0.343966 0.353461 0.849501
0.855249 0.854619 0.153702 0.153326 0.345223 0.342361 0.852374
0.850561 0.854575 0.155109 0.146446 0.349578 0.354193 0.851153
0.848919 0.84814 0.158109 0.651832 0.14744 0.651144 0.651613
0.348443 0.853567 0.357776 0.344319 0.14944 0.344945 0.654527
0.852154 0.843607 0.145962 0.655346 0.152528 0.655171 0.645086
0.347466 0.851682 0.351318 0.366274 0.151399 0.341695 0.653491
0.34655 0.853776 0.35335 0.347809 0.148716 0.345311 0.649049
0.858514 0.850202 0.147665 0.154947 0.345971 0.34494 0.862872
0.842716 0.85105 0.15081 0.141529 0.346858 0.35345 0.847437
0.84099 0.847749 0.144004 0.651736 0.147859 0.662198 0.647538
0.354098 0.852131 0.351036 0.354981 0.146724 0.349654 0.65189
0.352589 0.849675 0.353 0.356564 0.162584 0.351032 0.643631
0.863278 0.853046 0.141426 0.142864 0.341688 0.350198 0.853825
0.850187 0.848305 0.165739 0.157812 0.353534 0.337481 0.840149
0.849785 0.835472 0.147683 0.145118 0.346407 0.345941 0.857468
0.845252 0.861303 0.145233 0.650651 0.137149 0.65217 0.653203
0.85574 0.848088 0.133311 0.651753 0.157935 0.654356 0.64435
0.853879 0.847277 0.150083 0.149446 0.355274 0.355899 0.846065
