0.158373 0.859596 0.146018 0.355718 0.148645
0.146241 0.143321 0.638381 0.857995 0.152965
0.153115 0.156129 0.638301 0.843729 0.145391
0.342243 0.648591 0.846599 0.342685 0.859253
0.146641 0.354033 0.15554 0.159691 0.650702
0.33342 0.651603 0.84281 0.344137 0.844559
0.64883 0.344149 0.8441 0.348351 0.656854
0.65494 0.336903 0.841867 0.345357 0.641641
0.147935 0.853301 0.129224 0.351006 0.145834
0.345487 0.653458 0.846633 0.357765 0.855331
0.648974 0.349303 0.85113 0.354254 0.642825
0.151774 0.34669 0.160248 0.146268 0.356454
0.152672 0.848312 0.156307 0.35507 0.146627
0.148823 0.850936 0.147897 0.353222 0.154622
0.15053 0.843173 0.159731 0.341202 0.153999
0.138893 0.339947 0.14794 0.145716 0.636696
0.341085 0.644416 0.854892 0.342522 0.847734
0.152502 0.841264 0.15303 0.355593 0.139939
0.154571 0.149127 0.653403 0.865791 0.15962
0.165105 0.142244 0.648521 0.842682 0.152547
0.14274 0.150883 0.649522 0.846034 0.152662
0.151566 0.844398 0.152087 0.351816 0.13929
0.142231 0.848751 0.141294 0.3595 0.158731
0.148185 0.862117 0.14844 0.351629 0.15596
0.143569 0.153711 0.642002 0.854438 0.145681
0.656534 0.34081 0.850101 0.355953 0.664553
0.148405 0.339731 0.156548 0.140567 0.644542
0.157691 0.350083 0.138866 0.142507 0.653023
0.657062 0.341684 0.853254 0.35087 0.640072
0.155184 0.150963 0.647952 0.846498 0.140639
0.145223 0.352095 0.144701 0.1459 0.349264
0.357356 0.645774 0.859908 0.342571 0.843949
0.144599 0.35178 0.146024 0.15448 0.356625
0.6431 0.359751 0.851797 0.358232 0.646726
0.349383 0.64813 0.845902 0.344873 0.846218
0.346808 0.648398 0.852712 0.35903 0.845453
0.153191 0.348089 0.158021 0.156193 0.647796
0.162338 0.352848 0.157006 0.159471 0.644777
0.143365 0.855525 0.146606 0.357406 0.154795
0.159636 0.157461 0.644927 0.852236 0.148279
0.143151 0.339644 0.155415 0.152785 0.650555
0.659447 0.35735 0.845896 0.347781 0.64756
0.339192 0.648556 0.847521 0.341114 0.845759
0.140292 0.855918 0.147028 0.344587 0.140401
0.348536 0.654249 0.848561 0.346613 0.846641
0.15661 0.841408 0.143976 0.352017 0.156089
0.148234 0.352198 0.144444 0.156517 0.355642
0.153303 0.347477 0.152292 0.156166 0.656842
0.150878 0.846804 0.156265 0.346073 0.15454
0.149329 0.346121 0.140228 0.148264 0.337189
0.34716 0.634725 0.840805 0.353464 0.844597
0.3348 0.654177 0.851175 0.346834 0.856281
0.650471 0.343062 0.85399 0.349886 0.650592
0.153981 0.35075 0.145916 0.156159 0.6527
0.649332 0.348253 0.856151 0.34653 0.648194
0.148376 0.852205 0.159764 0.353219 0.14134
0.151191 0.342086 0.156227 0.159049 0.660747
0.159717 0.147567 0.645702 0.852327 0.15346
0.652307 0.35528 0.858679 0.350834 0.654003
0.35758 0.649152 0.854775 0.357452 0.855223
0.147319 0.341168 0.158584 0.152488 0.346846
0.653712 0.355336 0.841892 0.350364 0.649794
0.651639 0.348495 0.847807 0.34206 0.650421
0.147196 0.365805 0.145257 0.153365 0.659362
0.163587 0.854326 0.150436 0.340065 0.140654
0.655044 0.351906 0.846675 0.356835 0.659446
0.160179 0.843396 0.151033 0.355392 0.146405
0.639902 0.35013 0.850454 0.352752 0.637868
0.652966 0.347893 0.848772 0.349827 0.654487
0.14293 0.348941 0.151245 0.156942 0.35284
0.148741 0.159993 0.646223 0.85743 0.141265
0.149024 0.856068 0.151781 0.357419 0.158035
0.150656 0.159106 0.6473 0.850181 0.143936
0.153219 0.145105 0.65007 0.848725 0.146679
0.156297 0.152005 0.643599 0.855186 0.156025
0.154415 0.360254 0.151417 0.151845 0.343475
0.354972 0.644877 0.850545 0.357444 0.846444
0.347832 0.660366 0.840779 0.359484 0.846637
0.14688 0.149778 0.65504 0.843366 0.145576
0.153663 0.349321 0.142814 0.155559 0.653178
0.146207 0.839952 0.150815 0.350453 0.155824
0.341069 0.658724 0.852126 0.353885 0.849966
0.139748 0.853672 0.14584 0.354907 0.154148
0.645692 0.339756 0.853245 0.348032 0.649534
0.14639 0.336889 0.153031 0.158036 0.349825
0.152976 0.151297 0.642821 0.847576 0.155764
0.149841 0.348868 0.157271 0.153911 0.643826
0.649188 0.349506 0.856219 0.339036 0.649352
0.145452 0.353326 0.157488 0.147133 0.639091
0.145193 0.146422 0.652717 0.847742 0.140623
0.34951 0.655893 0.839381 0.343385 0.839509
0.352066 0.652426 0.849995 0.337908 0.857723
0.652857 0.341362 0.855288 0.346896 0.647809
0.145485 0.849024 0.140931 0.357713 0.142948
0.649536 0.348624 0.842379 0.351888 0.640281
0.150088 0.148444 0.645035 0.848666 0.144216
0.354054 0.640585 0.849579 0.34894 0.842195
0.143969 0.353483 0.147512 0.157738 0.346128
0.348414 0.646731 0.840176 0.352581 0.845419
0.152769 0.142676 0.656907 0.849839 0.151909
0.150905 0.152162 0.644592 0.838877 0.1431
0.354386 0.650199 0.85296 0.356805 0.852569
0.157717 0.14348 0.652572 0.840266 0.147732
0.155674 0.345524 0.155441 0.152882 0.355048
0.156326 0.841983 0.15761 0.347044 0.149564
0.143655 0.153673 0.644251 0.851499 0.154269
0.1571 0.86021 0.140279 0.338773 0.147059
0.159022 0.350805 0.150736 0.15227 0.648163
0.14359 0.353774 0.136614 0.152867 0.348582
0.646449 0.344159 0.842236 0.344348 0.651637
0.355455 0.655813 0.864592 0.357319 0.856928
0.144524 0.347068 0.14773 0.147319 0.6529
0.14096 0.138817 0.646866 0.857667 0.149377
0.156556 0.156007 0.651863 0.839975 0.141437
