0.855133 0.357142 0.856589 0.34397 0.154861 0.857497
0.149953 0.85701 0.356118 0.336701 0.168009 0.346778
0.848974 0.863102 0.345814 0.650029 0.63878 0.353771
0.340888 0.657984 0.151401 0.851484 0.14457 0.650015
0.34828 0.657557 0.659993 0.150796 0.353733 0.145854
0.36064 0.346828 0.641898 0.841683 0.352851 0.651314
0.848117 0.345818 0.852297 0.350763 0.15356 0.845687
0.359967 0.649367 0.657532 0.157746 0.342448 0.142191
0.64744 0.351144 0.151613 0.147018 0.652006 0.34998
0.147482 0.853 0.343449 0.345354 0.146656 0.339963
0.153757 0.142525 0.639607 0.148663 0.855803 0.355511
0.857366 0.361006 0.852999 0.343082 0.146293 0.855366
0.335678 0.359031 0.64663 0.849139 0.34942 0.637826
0.357211 0.646757 0.145314 0.858188 0.144563 0.651553
0.345939 0.348059 0.646692 0.84892 0.349307 0.6503
0.840861 0.344504 0.850683 0.360217 0.147891 0.859303
0.347119 0.649378 0.648148 0.156291 0.347404 0.156618
0.150249 0.849886 0.350731 0.350843 0.152506 0.346592
0.850117 0.846097 0.352309 0.649787 0.64057 0.348736
0.649202 0.343428 0.153423 0.151427 0.650819 0.343082
0.151443 0.840748 0.348332 0.347491 0.154303 0.356779
0.346709 0.650829 0.150982 0.854314 0.143498 0.643673
0.351677 0.656767 0.161521 0.850596 0.149152 0.653886
0.355781 0.655802 0.648532 0.151197 0.33755 0.149273
0.653097 0.347565 0.137732 0.158226 0.651287 0.351166
0.152038 0.14716 0.639344 0.146865 0.855475 0.345406
0.849383 0.849674 0.345486 0.641446 0.655653 0.343434
0.840759 0.341346 0.851452 0.35366 0.142819 0.864018
0.345095 0.645849 0.651841 0.142649 0.360542 0.13532
0.639642 0.343053 0.156087 0.148314 0.661894 0.357387
0.160292 0.146855 0.642716 0.151657 0.86002 0.34661
0.151628 0.859884 0.350144 0.344142 0.147182 0.349709
0.142558 0.849035 0.354214 0.350569 0.158652 0.34956
0.347763 0.155413 0.858667 0.855795 0.641424 0.858373
0.846058 0.347931 0.845108 0.349884 0.1518 0.855814
0.144243 0.857961 0.34058 0.343703 0.147485 0.34967
0.845159 0.855375 0.36259 0.652167 0.652253 0.351405
0.338738 0.143214 0.84703 0.835244 0.652164 0.860096
0.158831 0.840534 0.349741 0.350731 0.154893 0.357994
0.358163 0.345419 0.647434 0.847567 0.345457 0.64267
0.346602 0.145001 0.851974 0.857543 0.646999 0.857466
0.653314 0.354433 0.141389 0.145457 0.645486 0.347958
0.851215 0.347964 0.840634 0.348374 0.153214 0.855489
0.151663 0.143966 0.653461 0.149501 0.848099 0.350809
0.142522 0.151103 0.657625 0.148107 0.854767 0.347619
0.148929 0.841115 0.349306 0.353741 0.14032 0.34024
0.657422 0.343361 0.145657 0.156902 0.655342 0.354374
0.860184 0.347679 0.850829 0.349344 0.157257 0.855121
0.342505 0.355281 0.649147 0.859301 0.352427 0.646125
0.858481 0.339683 0.84971 0.352019 0.141675 0.835969
0.644868 0.367702 0.144522 0.150574 0.654051 0.356848
0.85293 0.849006 0.345919 0.655538 0.649337 0.338213
0.863419 0.842824 0.356244 0.646887 0.647401 0.346119
0.851042 0.353842 0.851148 0.345857 0.148799 0.852154
0.147764 0.146791 0.654205 0.137692 0.853357 0.350828
0.350845 0.349196 0.653751 0.852666 0.345401 0.656932
0.342881 0.649652 0.153762 0.846666 0.144986 0.662347
0.845256 0.348894 0.853804 0.353027 0.152076 0.859331
0.856211 0.856287 0.347575 0.651252 0.645868 0.338854
0.840827 0.355702 0.860113 0.339004 0.153589 0.845775
0.848468 0.350487 0.852408 0.348633 0.154164 0.846983
0.848429 0.838155 0.354015 0.651727 0.661744 0.358241
0.848292 0.855974 0.346332 0.654427 0.661865 0.355682
0.346835 0.646587 0.149113 0.84431 0.142971 0.649316
0.15186 0.844055 0.344584 0.355459 0.150895 0.357099
0.844932 0.84703 0.344993 0.652673 0.658772 0.34194
0.149505 0.867977 0.343312 0.351717 0.137418 0.35485
0.34632 0.645208 0.661118 0.155665 0.351137 0.158651
0.353479 0.642606 0.147671 0.849471 0.1472 0.655718
0.358332 0.339993 0.647329 0.84706 0.335373 0.635663
0.156891 0.151123 0.634647 0.136444 0.847492 0.347525
0.860853 0.347123 0.846762 0.359546 0.150323 0.838928
0.842348 0.350446 0.842098 0.350933 0.150814 0.845882
0.138054 0.150418 0.65792 0.151384 0.848399 0.345489
0.146157 0.15382 0.637729 0.157375 0.852694 0.354246
0.352214 0.153385 0.853126 0.846175 0.649505 0.848424
0.357053 0.646112 0.644934 0.158814 0.340913 0.147583
0.357912 0.660421 0.157796 0.858191 0.132458 0.655439
0.845332 0.86256 0.351936 0.646038 0.660938 0.353886
0.850118 0.348871 0.849476 0.342264 0.152094 0.870818
0.359652 0.647766 0.152779 0.855356 0.15367 0.651208
0.336777 0.337063 0.646768 0.840512 0.35925 0.649231
0.156346 0.851563 0.342325 0.358045 0.155734 0.34809
0.347159 0.364528 0.639391 0.853291 0.345049 0.640409
0.645233 0.350651 0.137149 0.15217 0.653203 0.347876
0.333154 0.150306 0.850381 0.864203 0.647163 0.836528
0.152356 0.854147 0.354366 0.353387 0.145109 0.353431
0.863429 0.356992 0.861518 0.35177 0.14722 0.853102
0.344707 0.346616 0.650356 0.833997 0.34389 0.660527
0.354625 0.644582 0.144998 0.848459 0.148171 0.6543
0.344482 0.660911 0.659355 0.153681 0.358399 0.158625
0.143033 0.836496 0.338922 0.353975 0.154136 0.356628
0.853184 0.350831 0.845941 0.354828 0.146683 0.840246
0.834988 0.84559 0.35707 0.648702 0.651615 0.349623
